,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness
3018,0.5508622990346298,0.4281886521354015,0.643100268112199,0.04890609899312605,0.023727814517889224,0.0033087548356112127,0.04573038271577626,0.1708166991151211,0.04058071601620961,0.4270475520711808,0.18659248533029643,0.9155643996243596,0.0
957,0.17169229636582856,0.16579294207972722,0.38816853162152465,0.2551472543710812,0.06364291691516635,0.009671840657399105,0.04017843688200732,0.45448430055478933,0.22651505613932252,0.656019170728287,0.12211589866931254,0.9404498007916868,0.0
2479,0.40581430661770723,0.26268919620624387,0.49676515311053066,0.27643924400995756,0.018105809735833527,0.0020283200777701463,0.01849471918171648,0.4768918479149926,0.2475087007709209,0.6387258740780266,0.10945119991278814,0.9735729304886278,0.0
557,0.570762817150273,0.508812641961396,0.703950466673335,0.2378584012205111,0.015011665489111585,0.0015414783607955122,0.049306059747962185,0.43681596037056336,0.2106126495736564,0.6360141789151481,0.12879980179630454,0.9480788531669675,0.0
581,0.1111781379126289,0.05534094333862514,0.21148425552555794,0.27993330289189194,0.05373617606019609,0.0077319862340967304,0.01006622332508462,0.4789960337188992,0.24952753881612935,0.719753801712697,0.05576654596193431,0.9484146286268955,0.0
3320,0.4045682523029926,0.3591369543023249,0.5862561945045534,0.012209194980974933,0.033136572508076424,0.004377156445013179,0.045647189013840316,0.0685638283305988,0.009842174486180777,0.33767483012536753,0.20639317707487811,0.9110165419203917,3.403253279769297e-168
630,0.14867664246339615,0.06611245434519328,0.23389302297167133,0.5417133379353837,0.035136854678889294,0.004424344670558992,0.011751337559883062,0.7007160714708371,0.5078856303483161,0.8751680304566118,0.04117779292424674,0.9374245502803511,0.0
1131,0.6149061778158157,0.8239221214666648,0.9046725003316939,0.007121150105680206,0.029128230197746872,0.0035146629467131627,0.06495756522567833,0.04615576236420149,0.0056745501165569095,0.3415304844863611,0.24206222757815649,0.9109077326025119,0.0
3277,0.5610341146480423,0.24554317485154417,0.4792247956871533,0.11590071208081834,0.0007281458937886606,5.445702805826919e-05,0.020663081568418246,0.2868576826691858,0.0987559422310948,0.5477755077802615,0.11143096987316432,0.9210183264635452,2.3019572062673105e-168
3524,0.3037625502701022,0.2551026312970818,0.48907666251887555,0.43116519805293435,0.03554049089656489,0.004599336758596424,0.02831560790549466,0.616030364812334,0.3985354431339573,0.7066170256652622,0.10167229993903061,0.9684441264426948,8.404627929357267e-168
710,0.25481396611542134,0.33579591660862246,0.5658246103147719,0.2214557145778514,0.06083731917445891,0.009113080582096096,0.05820171661198261,0.41923372441245027,0.1953576304221199,0.5918853296770223,0.1581102492844248,0.9605308235273444,0.0
1179,0.145040630205314,0.19248241148810755,0.4206764911043692,0.022425081354040366,0.0994939666904526,0.019292289380192767,0.04349985713273292,0.10362029536220134,0.01821457481342523,0.3741928585374686,0.15692091770725727,0.9279922483847254,0.0
610,0.5253770832758166,0.4116773319929555,0.6299508526029789,0.019860371534040296,0.02153426778348453,0.0026004894745221873,0.03128638301952077,0.0954579352651692,0.01606334262072754,0.4593765062290281,0.13222410135735868,0.939739840526157,0.0
1860,0.21653966851642253,0.3434035730463582,0.5725595822708843,0.02759620204242206,0.08121677578904518,0.013910280329983916,0.05141459548267443,0.11874213742404614,0.022523769222414444,0.4616201520859739,0.1550854500234619,0.9418494051982425,0.0
1268,0.22235719610170926,0.2004824608860423,0.4299771376329197,0.7021685431291159,0.04788888626531763,0.006632790016574459,0.025302048011288287,0.8148630408430031,0.6761466224968407,0.860497793507476,0.0675555202149046,0.9754739265832191,0.0
1597,0.10009754930381086,0.1647466044332372,0.386842935317422,0.03496111112683965,0.14198034586192823,0.0326043811817808,0.05155609547175613,0.13817315780309014,0.028678275848428764,0.3457173578222816,0.2005305952416359,0.9455400351268253,0.0
1990,0.36833742856354085,0.18096873524115392,0.4069467897379144,0.17034977282598557,0.012035186133721364,0.0012086820760297146,0.02026366281587852,0.3592208705228414,0.1475700095954394,0.603728895142972,0.09940312860479722,0.9203918282195187,0.0
3354,0.38068937908948036,0.1862571850922805,0.4133054350411165,0.1616131131357435,0.011133795296060421,0.0011017659346379115,0.01921225540906357,0.3481307983372822,0.13946415540675458,0.6122041340125781,0.09488611788408248,0.925074669674463,4.3058192347446095e-168
2104,0.17836199994478374,0.051077332026927956,0.20202733584250546,0.04726517274593843,0.03299142659455926,0.004959529452173408,0.005664710710566838,0.1661415547617272,0.03875584177236692,0.5538982434983857,0.06363087737100293,0.9197532089401261,0.0
2625,0.5399915334566521,0.34853114983240363,0.5770570916035981,0.20748794162534032,0.008422624741990417,0.0008005134014131576,0.031487790696357994,0.40335917194708676,0.18207261791269155,0.6053022388780029,0.12438301964244607,0.9411731366027887,0.0
494,0.10648564828874603,0.123725791780532,0.3311004283026659,0.0040578434641216415,0.11407304799880044,0.023555462052843087,0.040348717750352356,0.02970974964860866,0.0032033476619497655,0.2542363278164942,0.24745368109407406,0.863549356942896,0.0
2005,0.5508935884339669,0.26149775365142286,0.49556509229353235,0.1546879296096566,0.001542433521474658,0.00012051175474885262,0.026325983780930123,0.3396129214915857,0.13339191929163344,0.5910097181273555,0.11203994744096242,0.9135667883341165,0.0
2328,0.27180364981640515,0.1937067031701541,0.42211211156590894,0.4445169752875324,0.034884642910620635,0.004509437735374581,0.024470473557818555,0.6267672460672341,0.4116693500276744,0.7466857700287708,0.09353103674553881,0.9592532581113531,0.0
560,0.24110644837709289,0.31045635335662053,0.5428248828145844,0.022853027367021217,0.06333439356997925,0.00986272261328134,0.04874948026914058,0.1041070918917023,0.01834674398440366,0.44982879031572026,0.1483338649084338,0.881490963851304,0.0
3356,0.20992426124807922,0.11767430809031323,0.32213942998470013,0.18827483581220145,0.034615613932630206,0.004374897295159326,0.02998920386885007,0.3810580522336388,0.16419219621735304,0.6012354284390471,0.12958477150479358,0.8758459169967168,4.3058192347446095e-168
1036,0.6189029384427088,0.4027535185435737,0.6227344425769846,0.21870702608067147,0.005664699658069976,0.0005688525554495387,0.027453349858008017,0.41653264149714847,0.19306444415737628,0.5878292717956619,0.12330599612080205,0.9608521531261607,0.0
403,0.197676762099335,0.16734014028073527,0.39012107113448674,0.33586274839301095,0.05131462656819876,0.00721735542623604,0.03218965501631944,0.5328188807073999,0.30393510502124255,0.7021402562839414,0.10247115372917064,0.9490552868275679,0.0
1787,0.5115683351278737,0.3505377871949766,0.5788081706267827,0.07460082208326058,0.013594800425867908,0.0013942187563545823,0.035643671268065655,0.2203372915932862,0.06237810478615658,0.5166891096713391,0.13241917620939803,0.9021680457913597,0.0
1173,0.508756430431701,0.2894460147040361,0.5230349382672451,0.29237306172835525,0.009590685634193151,0.0012808556989066678,0.031133840164583763,0.49250651155485714,0.26268399738225723,0.6283847852158164,0.12053855582255744,0.9349736986522288,0.0
2629,0.23728177944654613,0.2618566290473923,0.4959268496150257,0.0035421024945249237,0.061112454253277,0.009648430550639783,0.031600027540815506,0.026770101793410522,0.0028140311470818535,0.27949995309399445,0.19509753714445827,0.9097794234624073,0.0
1999,0.23414455702493053,0.16416457965184594,0.38610376257829465,0.6656021290648719,0.03717856611773742,0.004892957938811844,0.022897117746496366,0.7905148241273229,0.6382451443282441,0.792502003252695,0.08522520283543993,0.9580639528238089,0.0
701,0.19927988367705696,0.14873320527313022,0.3660079899628414,0.8014729800673362,0.04463158983994308,0.006084933503530557,0.016255056958663236,0.879597786957343,0.7822180229288918,0.8658662677121396,0.05690794997422305,0.9780198718079345,0.0
110,0.3774421836319638,0.21951248323888983,0.45138529494987484,0.2973396058209091,0.016315162471223367,0.0018266968572486228,0.021814016381427475,0.4972222198483185,0.26735516865732706,0.6458145742381409,0.10324541130845054,0.9503476204983148,0.0
3420,0.04678961560052636,0.030020241432652185,0.14826198011821776,0.46626193419663536,0.12464846195462834,0.026449715400462533,0.03465862984273432,0.644046727606783,0.43325163887506296,0.7029694031508298,0.13141093755212951,0.8621979421598676,5.903940604563282e-168
1503,0.3895456595161194,0.3490129683686907,0.5774780048887244,0.20841599245480952,0.03157454591647769,0.003939894791610523,0.08065045214408767,0.40535525657651467,0.18371761834345868,0.49975236052060484,0.2538230065157474,0.8910621859383876,0.0
555,0.2158664862924824,0.09500154472934183,0.28634447283990794,0.21424950346454683,0.023825154687621135,0.002720466111374246,0.01277611077446115,0.4103391072934286,0.18785686383910558,0.6555054941263219,0.07964790290953926,0.9260038180999746,0.0
3666,0.4666772498458549,0.557462198736943,0.738352509944623,0.013007981910949934,0.03473775561143869,0.004541121227373061,0.02004884862093108,0.0714245716706736,0.010440705705429017,0.4018027107374171,0.1336855819175458,0.9733808884033417,1.2105976386916575e-167
161,0.30537257392120737,0.20058691202170284,0.430097337096646,0.3606630557681805,0.02889618092659558,0.003596956437005714,0.020372016796016384,0.5559125309660476,0.32891292532774213,0.6763119140492972,0.10064042932082336,0.9646025636815225,0.0
748,0.10756191159824428,0.05870030957070205,0.21868633069439516,0.26739509718328064,0.059992971765655635,0.008979612789736344,0.010718321888359306,0.4658424378022764,0.23704110429426084,0.718664345475563,0.0647457914137803,0.9555560752733814,0.0
1336,0.4848789376328658,0.37663361702704445,0.6011410414989857,0.152691904257946,0.017639952435441815,0.001877305478757139,0.041042048836671445,0.3377745260967356,0.13209886760249404,0.5455715303931525,0.1684529678471247,0.9342539795619644,0.0
3273,0.12771780642905148,0.08121303824366519,0.26246973171669913,0.29430092926296625,0.06388018155449007,0.00999166872978098,0.023424788137556954,0.494345043112035,0.26450030118378176,0.6070221464769869,0.1376831706799342,0.9281647593463904,2.2025921470039733e-168
1537,0.24143912831414577,0.18320834722816717,0.40965074562811005,0.6554767696714556,0.04444963117184885,0.006754156764793489,0.035777596716387396,0.7834372173361851,0.6274323521985361,0.8063950959528083,0.08741572930407365,0.9355221407747041,0.0
3442,0.3113898014963706,0.4987398201029431,0.6966251840805926,0.029005104841846503,0.06635275679440913,0.010669623041993703,0.040453113805059296,0.12301229139671709,0.02381675385608957,0.35552845372072633,0.20001187796172587,0.9819803791696313,6.500130960143305e-168
1993,0.49852939823122877,0.5821936374180322,0.755266403921313,0.003952030257171623,0.03135408491096097,0.0038553698058677284,0.08901323606276779,0.029169898055856805,0.0031306603966225043,0.2992060666142482,0.28078905030962076,0.7909865619540812,0.0
913,0.12044716232756346,0.0929911757872945,0.28297552970956674,0.27244208727270236,0.08200708828146336,0.014616061992515604,0.01986072027393586,0.4729914540074004,0.2437880453329625,0.6090260113980517,0.11350358062824363,0.9647913844837133,0.0
2043,0.13724312783560194,0.08284507645024315,0.2653949539342394,0.6273590074066256,0.051788470391582846,0.007349542196450501,0.010593552902899572,0.762635273998518,0.5961855078439994,0.8766775148481079,0.04542542224491129,0.9755697822679306,0.0
1468,0.19320237799434986,0.38348689307246986,0.6068770742474552,0.03195208802573516,0.10443731917785751,0.020090040594728954,0.02349854087636276,0.12848641258526555,0.025523341873479436,0.40474526659289317,0.16228826826728915,0.9673021455043687,0.0
3718,0.1040009018709221,0.1454279221248555,0.3615708941410999,0.006051390475618415,0.12239898518366185,0.02556685008183591,0.017708970583677965,0.04058489534484301,0.004781756538419585,0.24423914746365344,0.171550584958905,0.9403604195978805,1.3505367638208573e-167
1832,0.37101405262140896,0.2747909871453212,0.5088041631357771,0.20069388017364778,0.02172681413810603,0.0023555708525476006,0.04802722985611308,0.3939766429121239,0.17443851402484928,0.7117300579508625,0.10706857293617396,0.8931113545563876,0.0
3078,0.14231891260134566,0.1707606129605935,0.3944060702738767,0.0032323191625837815,0.09545886259329206,0.01794906960096243,0.023091159924471773,0.024694702959763934,0.002548743025835719,0.29213398124100126,0.17738469343901553,0.9423364976911421,0.0
1433,0.2967063305817071,0.22715188519273125,0.4597183169247696,0.2538206486624842,0.033708054639796516,0.00431289904139911,0.06568297746535597,0.45407919336338226,0.22614400855987585,0.5797928435005395,0.18016653358634616,0.8644611444020041,0.0
1518,0.11133412477108125,0.07690470963614378,0.25460518427007983,0.41773373521526275,0.07609752106684109,0.012804663566804753,0.04119039085728836,0.6044581069158287,0.3846170442260154,0.6954297325838799,0.14773394644158538,0.8794460931424073,0.0
2093,0.3995877161499322,0.2354213648581496,0.468582918399918,0.3760856747419207,0.013687783949335862,0.0014936589796428626,0.020070045345234606,0.569070281019164,0.343582780710479,0.7162575800791764,0.09557564235888502,0.9617885950363911,0.0
1603,0.05957225550555383,0.10616707966059495,0.3044456807894604,0.00415911620488933,0.2056424382748382,0.059338780085022226,0.03999163118098006,0.030256534825168976,0.0032775148113732312,0.22550791566584355,0.24618645429453934,0.8987651666329493,0.0
3600,0.13465254962590792,0.07995924513901026,0.26020271117894794,0.39040159707400646,0.053168938621095944,0.007694878630486678,0.026944631289040507,0.5813798892194876,0.3575952806310904,0.717395241584567,0.09975614092086373,0.8993929332397017,1.0400209536229288e-167
364,0.10795072839881109,0.07207300211108901,0.24552213439592882,0.2265537366423131,0.08938970699932791,0.018603351243900033,0.029877281442005663,0.42531772139976437,0.20057201486152765,0.5667274410552434,0.13369328066213232,0.9049880097484828,0.0
3283,0.38144676660868887,0.20504878595335346,0.4352031857578825,0.29961980730243765,0.012910647300441565,0.0013645979774592042,0.02047798552504922,0.49921653341520955,0.2693429517363298,0.6483429842943067,0.1032753632331113,0.9466779442899029,2.4013222655306476e-168
3008,0.3591792974609588,0.3518736760281154,0.5799711561724535,0.16128441674191382,0.03864758226882289,0.00536831761201706,0.05060419020111343,0.34927334717124314,0.14028880618943182,0.5014667466278409,0.17731843236250946,0.9419390266767507,0.0
224,0.1931462411308359,0.1890845914350735,0.41666820432948415,0.3579439722819508,0.058206291295473646,0.008535887508940531,0.050569057152959944,0.5524054921599075,0.3250565922872173,0.7477877798546129,0.10664512444232767,0.9326174414134929,0.0
3479,0.3306175975262984,0.22095627317153313,0.45297110219955056,0.009058759447595252,0.026542391637120945,0.003105639203138233,0.024951734807148844,0.05469010585086738,0.007152961667609816,0.39565674520583244,0.14626278280724053,0.7830091633986709,7.402696915118617e-168
2655,0.30048406541325157,0.20427357038515903,0.4343200803356249,0.1074143601169123,0.029192183975157278,0.003608020898433202,0.028007682991799728,0.274213909070702,0.09121510932734066,0.5683506467629387,0.10722541850406712,0.916753347278255,0.0
1550,0.12664430394890652,0.14384859009991746,0.3594330910495286,0.026978109923467983,0.0949338217467765,0.017593456905736073,0.01829433633522497,0.116153194189187,0.02175617636625592,0.5194172549564231,0.1091574225733976,0.9653481806276751,0.0
3256,0.3506046216283383,0.25472446168052876,0.4886904529434502,0.3406936365416239,0.02454698443545488,0.002886472707093235,0.036250275280764695,0.53784504820934,0.3092878489693075,0.6717990710985327,0.1113672766828941,0.9370409037961327,1.7057668506872876e-168
331,0.19499001500050642,0.37855342374997814,0.602753085160459,0.0022224000895372624,0.1060599221638068,0.021162543309781474,0.03645537271478343,0.018075922678573116,0.0017556088935979316,0.24342387765587142,0.22876316663705004,0.9673433811179404,0.0
186,0.42590394154404065,0.2885747025929486,0.5221990306159952,0.19554370379932604,0.015660873343738897,0.0016215942667217398,0.027744361810868236,0.3898308645704024,0.17111686773951182,0.6383031831228096,0.09693809132261122,0.9429050745805094,0.0
2250,0.2620086874096981,0.1335811484283268,0.3452412283792988,0.0068316982166090005,0.036630546078012034,0.005555555795671136,0.016967858513419934,0.04445719468454029,0.005396287837455794,0.40403175606391944,0.12801368429565277,0.8982839521773993,0.0
256,0.11354646935939558,0.08544295902368437,0.26999326913231747,0.3315294403441136,0.07369345666264512,0.011932220129681762,0.02024917325591873,0.5284365241598333,0.29930591602946993,0.7157696013179926,0.08147275806003511,0.9576501255351975,0.0
2275,0.04618729466331689,0.05545626731058816,0.21173499504070484,0.02085321345470619,0.1868276171014101,0.050915284119261515,0.05995709302052622,0.0986898710198917,0.016900483986216765,0.28230668277633886,0.21558453850793982,0.8273806618999058,0.0
2414,0.394971609471486,0.4518082080817199,0.6614785248502603,0.017332444416811404,0.04013501023562804,0.005466241341673104,0.03541166996429476,0.08736708669137729,0.014051873529490317,0.3759957582012656,0.16095224882608736,0.9430561343874597,0.0
2243,0.27319280711925875,0.10130855540273223,0.29669098954512024,0.2771906890768655,0.014026639603416886,0.0016536176596392577,0.009138835453459242,0.4769191186505589,0.24753481330038937,0.6864597050324839,0.067689001127668,0.9499277162209547,0.0
487,0.1050449555046336,0.05307884382251385,0.20651310967021344,0.2418671874652257,0.05891640688954051,0.008807293070067519,0.007239658354458034,0.4404143459088719,0.2138048266320632,0.6597362321689118,0.06734934891069369,0.9692688953463295,0.0
546,0.2793434747798241,0.12724831243928225,0.3362166922595502,0.1777754237060956,0.018301324623714303,0.001992053344785867,0.0075588259770286576,0.36742125566951034,0.1537092145584703,0.6998285845964705,0.05525576424542286,0.9704272276962107,0.0
953,0.1809240495844955,0.12219690097022823,0.32885734995936106,0.6610465597162679,0.047364439624841166,0.0067169267038145975,0.015999465249573172,0.787312180762339,0.6333409046536567,0.8212385923627792,0.06007990112512952,0.9692765120402003,0.0
2753,0.3890620542410944,0.19388388634334508,0.4223195047430234,0.1415450317437164,0.012851974514410579,0.0013724610644069019,0.02283617230990128,0.32249275341955325,0.12159086208204718,0.6016658627328333,0.11059729435459005,0.9262862512500853,0.0
3385,0.5154486807837068,0.4757689269980015,0.6796388004190994,0.011683683641669839,0.02164711257146277,0.002357865424432337,0.03842917459912824,0.06575806133998352,0.00926976453490167,0.41969834300221426,0.15098346738535148,0.8394836148857454,5.0013746495879695e-168
2472,0.3598101469681511,0.25281239161675645,0.4867333464261067,0.25811835634851277,0.0225694229444205,0.0025549831918188033,0.020286265614440722,0.45822603871506074,0.2299564728725403,0.6264404183529466,0.10764973550294195,0.9698103601284696,0.0
3493,0.2081775765439941,0.07346988507746925,0.2481781598853793,0.0355978919368766,0.034095785745334804,0.004886298538813038,0.006735574040735217,0.13936613219007637,0.029078757165028345,0.5634221679895133,0.06745750134887353,0.9444111614788842,7.800157152171966e-168
932,0.25144437388991675,0.19056272478863745,0.418416269546878,0.6353951599847716,0.04122480567359687,0.00582895911835419,0.021105708769984393,0.7699768515165206,0.6071225130494032,0.7517860747659526,0.0973104389940147,0.970939670478586,0.0
540,0.37093628926129446,0.23726647083999391,0.47053955718530976,0.27693567018916476,0.019064921053661442,0.0021022522496594717,0.02869682887739048,0.47694484306604057,0.24755944643652691,0.6323969866844747,0.12242542298555396,0.9388062879478589,0.0
2132,0.17580363141087615,0.2650725251232035,0.4991576157007341,0.0032170133732540417,0.1026868333436598,0.020647612466162868,0.02898927296651891,0.02466150713102258,0.0025445641263692025,0.30602895860239726,0.1915741576466754,0.9776380708937764,0.0
1673,0.3858074965719695,0.26297505755414946,0.49705267883846244,0.24627638782119327,0.019590534718916662,0.002203252543284057,0.04439768878277663,0.44596212168337035,0.21877299048852858,0.623971500443298,0.1317169889508791,0.9035094761796545,0.0
2331,0.31451414004767214,0.4350146178526236,0.6484623667544841,0.030541570511302893,0.0588147002579914,0.009183273649055763,0.030267429287150132,0.12713227418864387,0.025096051728755748,0.3971367460452843,0.16273981589586844,0.9781888015021183,0.0
1881,0.19847326136771498,0.1771047293152525,0.4022422494139367,0.24241252914723638,0.05874898089994047,0.00898438818386314,0.033893224834694605,0.44237235970826155,0.2155518111399467,0.5300558108422695,0.15754242439682287,0.9513123243917567,0.0
3296,0.012753191058594016,0.019039795546549144,0.11260127922839822,0.009744683448700261,0.4032364688223426,0.1897562029495129,0.08007317911317872,0.05760761330459303,0.007689085127128022,0.2174277811212209,0.27572369543716213,0.7181241423685927,2.798782502583996e-168
1784,0.12125378463690512,0.1445293762306187,0.36035603257762716,0.040900326243039284,0.12473909814013859,0.030064021685756302,0.04764978740451465,0.15291551189571256,0.033810951045701615,0.3586260056959946,0.22170292472402137,0.9552844919427064,0.0
3252,0.03375067870388267,0.022352671877636628,0.12420939947415005,0.010535207498616778,0.15469732487433352,0.03758036205195506,0.005962174134000969,0.060952163379169505,0.008322939994176538,0.3540147049079842,0.09655533657109837,0.8093321104900584,1.6064017914239505e-168
230,0.42309157670964437,0.2805517555123193,0.5144422104956119,0.16375136062539153,0.01674240658332935,0.0017880414021858694,0.039475457266277325,0.35143834877498203,0.14185801110061552,0.6579929088187288,0.11703925960909624,0.9050902398470555,0.0
2226,0.5095363647239644,0.3014232950190977,0.5344009574780205,0.3178329842441005,0.006911377737196404,0.0006985352414258638,0.019713483575740216,0.5163480664891159,0.2867196643981364,0.7171565470585541,0.08090116865429924,0.9690094549416015,0.0
945,0.47362165594544575,0.5347483125590827,0.7224853429355735,0.004312539040208029,0.04657689131525319,0.007398887778622103,0.027473900781712458,0.03127924561489728,0.003417713483650443,0.34938367452003194,0.16780664540196816,0.9790092405058193,0.0
7,0.47799112853501163,0.36692278966871655,0.5929234417813881,0.27124121971505594,0.017063290045122477,0.0018816200821420758,0.027129109691093174,0.47188230951249055,0.24273512158250649,0.6049802867317249,0.13117404742372538,0.9700414378875584,0.0
678,0.0332836384049768,0.025084782031999698,0.1331771613032031,0.4773127538210222,0.17989615808686402,0.04880299719507016,0.048740363470816256,0.653081148768229,0.44475433678244813,0.6705115026091129,0.16020482396294533,0.8510885563297594,0.0
366,0.013355511995803539,0.025113829968731252,0.1332699238774848,0.09821534691089875,0.442126877506307,0.2249002481615088,0.35171110306086717,0.25970172688373766,0.08292231119564651,0.25357783690059693,0.5825188788957444,0.6643260133564719,0.0
1946,0.4133113387261553,0.3610943753860157,0.587939119474872,0.008747363544769094,0.02847869089381965,0.0034326460095482087,0.03219606188971226,0.05375666183272028,0.006984736528419638,0.35018573458083146,0.16088829030297572,0.8896955997420983,0.0
3305,0.2456208645076983,0.25200258551671,0.4859022454645004,0.01879204654163425,0.057143394643454075,0.00887220576207979,0.041556043458266766,0.0924770301093981,0.015308252592927134,0.30598532506167775,0.20798966719232753,0.910920401047727,3.0057930427159485e-168
2900,0.01082383147897628,0.018559691609756995,0.1108418602024375,0.02007275171643436,0.4459635517312371,0.22354407448539723,0.009195326604457668,0.09475587443084695,0.015884033219867998,0.32105652942214236,0.11481926790980686,0.8313859527233949,0.0
386,0.2067612710858343,0.16428665423031327,0.38625890530584966,0.6033716593742554,0.04981406395906359,0.007226370027058684,0.023129724966178784,0.7473416336013042,0.5737203426277799,0.7690178152352609,0.08530799101446178,0.967842610628391,0.0
1551,0.30434002374313235,0.2711533381792168,0.5052136414666781,0.5163185746531982,0.036297291655096466,0.0046845170412346945,0.03749761596418856,0.6832120190185236,0.4842022873598584,0.7312271389411611,0.11124046560528243,0.9586399248796234,0.0
1128,0.2814421652264341,0.3114069228136821,0.5437042085035338,0.271219312035397,0.04948096748073081,0.006978382834269469,0.08042213566976573,0.47167936003497624,0.24254270413810708,0.5899880363359389,0.21188206256197914,0.9164276542438676,0.0
2245,0.20509280988008827,0.08631441443179853,0.27152026462569573,0.3284272278863118,0.025811875937214297,0.003117192341351706,0.007015344444858872,0.5262414172187501,0.2970004474959598,0.7186897810912685,0.058143183299530526,0.9700212644985431,0.0
2322,0.242395755685008,0.2660833325247246,0.5001690607797173,0.006697924520714434,0.05739258322891438,0.008707897163844281,0.042184533821318086,0.0437872927667534,0.005288002265140555,0.38021640197689016,0.1755054169052441,0.8092212071724911,0.0
2692,0.3021874971241353,0.4290365948597252,0.6437686723038563,0.0013262943711778593,0.061770359739368376,0.009706573595846663,0.03622696118598191,0.011487389996516648,0.0010461110195976984,0.274085066558985,0.21881382799108925,0.9392263360350848,0.0
1176,0.4242847151284265,0.24810436583882528,0.4818827816137132,0.28857403706253826,0.01246574253167488,0.001318385994741998,0.02360544236618999,0.48830083983991335,0.25855254557364166,0.6561603466673165,0.10679010740278193,0.9493234024875634,0.0
3522,0.09339563604906921,0.1537619737014956,0.3726658845722924,0.004462190543346148,0.15891674183420698,0.03997228601310162,0.05459029854966726,0.03214041369701763,0.0035372587491504055,0.18906498067767563,0.30309570773402056,0.9413301942130086,8.404627929357267e-168
2558,0.5711332284218185,0.4799028999799356,0.6827254736389324,0.16520718433397624,0.014279820047682586,0.0014633554688032579,0.022872998650591284,0.35303447698094276,0.1430204134496071,0.6544052181110165,0.10701397717401857,0.982029154363063,0.0
321,0.28523600489587103,0.5655952480044929,0.7439553055736784,0.03693130863912265,0.08173556014784461,0.014059469053266237,0.04444709547205344,0.14047098845483247,0.029451991634392004,0.5166444128878702,0.1851873531569709,0.9726933335070593,0.0
2114,0.26821273110442406,0.1251722603971113,0.33320996907495337,0.2038574923987597,0.022095555676025037,0.0026575927632188114,0.014587493036239288,0.39978008462528947,0.17914139114106842,0.6026939415537962,0.08734941774994608,0.9356319965943505,0.0
812,0.6450617965636877,0.5076173925317846,0.7030850493164478,0.1373328041597856,0.009216913420950733,0.000848979649723183,0.04907333272038542,0.31707794631277314,0.11797059520715455,0.5534438768521268,0.14872766101655566,0.9241204013542315,0.0
372,0.23846709551549325,0.24350283013176766,0.4770974480609855,0.005209286470924697,0.058745988461007474,0.009208098722784802,0.02226961240813075,0.036311176144806584,0.004135531344073737,0.37958752345512464,0.15167865722032772,0.9458145639520286,0.0
757,0.25785962103015775,0.12683968074507873,0.3356268088238306,0.20397141190147605,0.021050233201938905,0.0022756446743768905,0.011855814430035472,0.39541355824135144,0.1755971635294075,0.7863452372316235,0.06372088398345949,0.9507887722472885,0.0
3251,0.11998978493139349,0.12356579488454925,0.3308663384401521,0.003457040790075719,0.09999993033166896,0.01970595018684666,0.019691178514371303,0.026117677355167804,0.002729781264605053,0.2940865313098653,0.17041010549645258,0.937000823469682,1.6064017914239505e-168
996,0.34590292923994553,0.17916375235889734,0.4047554486757326,0.17144697793883146,0.0138985109152003,0.0013699709800367808,0.018599287779867763,0.3590389781667144,0.1474352381106258,0.7366523462554628,0.06656375485127494,0.9271132068508345,0.0
1051,0.29577777164260166,0.30320291342685163,0.5360704160309355,0.021792844348723955,0.050129813231323754,0.007728792798186816,0.03830751152893085,0.10130996104096486,0.01759324254267323,0.5125141269571956,0.11549547129152939,0.9140065696686972,0.0
435,0.18608173895438215,0.15046780154173112,0.3683169765856807,0.32541652021395023,0.055832401652303874,0.008323719010876824,0.022526231774039902,0.5237746681084078,0.2944202535323354,0.7344540077365336,0.08086060293542707,0.9670461170522264,0.0
1248,0.5587504486347716,0.3786194664140442,0.6028084679581995,0.18571578448800424,0.010410622759963788,0.0010706539221035788,0.03601680658769394,0.3788300180892031,0.16245607212840593,0.577227524157738,0.14304454096771937,0.938692622291037,0.0
2931,0.11813358732963378,0.06130121603392571,0.22412437562050344,0.3139193543938582,0.051467762393541595,0.007263131188730828,0.020076791749285772,0.5108289014057479,0.2810625801856898,0.7594413301432288,0.06813152341656126,0.8925900971187892,0.0
3509,0.36915095294626543,0.3159556596788529,0.5478936311644528,0.02265328018098623,0.03808673947639097,0.005286151752848841,0.023596444581677336,0.10467945076251399,0.018502701433311255,0.38824992125843844,0.15437414572545766,0.9642444442794913,8.106532751567255e-168
1208,0.4950875643043171,0.4320087063673577,0.6461062994311538,0.1496428309497153,0.02175885977868027,0.0024882350186362766,0.045465024796280146,0.33420210589500876,0.12960394780150292,0.5238502744637015,0.1618086822636939,0.941565002970695,0.0
349,0.18768624094678077,0.1896970033100952,0.4173932742100669,0.22397811123925454,0.06376419361493663,0.009756579300889023,0.029275395655479715,0.4215800676799532,0.19736053666991066,0.6041613605249656,0.12703467021819906,0.9701252792386037,0.0
136,0.18361309737445164,0.15806123971700378,0.3782726983588399,0.21176683558672801,0.06550536971230245,0.010744307446873335,0.06418820166154565,0.40922927575363954,0.18693116029431328,0.5391644950496961,0.1861775946683513,0.8804895899313689,0.0
318,0.1712675887836708,0.11859498043343916,0.3235172424597081,0.5126529896459769,0.04948726277648056,0.006945947448215831,0.01847756611557864,0.6793491744156479,0.47905167165412815,0.8149641440847086,0.06442077025894792,0.9633572107618931,0.0
